Employee_ID,Age,Gender,Department,Job_Role,Education_Level,Marital_Status,Total_Work_Experience,Years_At_Company,Years_In_Current_Role,Monthly_Salary,Salary_Hike_Percent,Job_Level,Overtime,Work_Life_Balance,Job_Satisfaction,Environment_Satisfaction,Relationship_With_Manager,Training_Hours_Last_Year,Performance_Rating,Distance_From_Home,Promotion_Last_5_Years,Absenteeism_Rate,Company_Stock_Option,Attrition
E8372,51,Male,Sales,Sales Executive,PhD,Single,27.9,8.2,3.1,50306,9,Level 1,No,4,0.63,0.23,1,59,4,12,No,5.17,Yes,0
E8373,37,Male,IT,System Administrator,High School,Divorced,4.5,0.3,0.3,99579,19,Level 3,Yes,3,0.75,0.56,1,56,2,23,No,4.63,Yes,0
E8374,51,Male,Research,Research Associate,Diploma,Married,5.1,3.2,1.6,104033,24,Level 3,Yes,1,0.18,0.79,2,40,1,24,No,0.73,No,0
E8375,47,Female,IT,Data Engineer,Bachelor,Single,16.3,4,1.3,96244,22,Level 1,No,2,0.61,0.56,5,12,4,15,No,2.6,Yes,0
E8376,57,Female,Human Resources,HR Manager,PhD,Divorced,11,1.1,0.7,115058,18,Level 3,No,4,0.24,0.67,4,11,4,25,No,8.5,Yes,0
E8377,59,Male,Human Resources,HR Executive,PhD,Single,26.6,6.7,0.3,96085,23,Level 1,Yes,4,0.64,0.86,1,34,4,8,No,8.28,Yes,0
E8378,28,Female,Sales,Sales Executive,PhD,Divorced,6.3,1.7,0.8,115739,8,Level 2,No,4,0.89,0.75,2,21,2,37,No,4.88,No,0
E8379,45,Female,Sales,Account Manager,Master,Single,16.2,8,1.6,67972,15,Level 4,No,3,0.11,0.78,3,6,2,7,Yes,2.67,Yes,0
E8380,51,Male,Operations,Supply Chain Analyst,Master,Divorced,25.8,4.6,1.9,73114,6,Level 1,No,4,0.67,0.77,4,13,3,28,Yes,6.24,No,0
E8381,23,Female,Operations,Supply Chain Analyst,High School,Divorced,0.7,0.6,0.4,118718,22,Level 2,No,3,0.81,0.21,2,34,1,2,Yes,3.31,Yes,0
E8382,57,Female,Marketing,Brand Manager,Bachelor,Single,12.3,2.4,1.2,98432,10,Level 2,Yes,1,0.44,0.68,4,36,4,26,Yes,9.31,No,0
E8383,41,Female,Finance,Accountant,Bachelor,Single,3.4,2.8,1.8,71462,19,Level 1,No,3,0.92,0.82,1,10,2,37,Yes,8.88,No,0
E8384,47,Female,Marketing,SEO Analyst,High School,Single,19.9,1.4,0.7,45008,24,Level 2,No,1,0.22,0.25,3,44,5,30,No,4.68,No,1
E8385,31,Female,Sales,Sales Representative,Bachelor,Married,6.7,5,4.2,115228,7,Level 1,Yes,1,0.82,0.26,1,32,3,25,No,2.35,Yes,0
E8386,41,Female,IT,Data Engineer,Bachelor,Married,8.2,1.4,1.4,25992,8,Level 3,No,2,0.99,0.73,3,28,5,35,No,6.3,No,0
E8387,55,Male,Human Resources,HR Executive,Master,Divorced,6.2,5.9,1.7,36335,12,Level 4,No,4,0.89,0.46,5,16,4,28,No,3.67,Yes,0
E8388,35,Female,Sales,Account Manager,Bachelor,Married,9.4,4.7,3.7,59352,8,Level 4,Yes,1,0.54,0.38,4,23,5,16,Yes,9.38,Yes,0
E8389,23,Male,Research,Research Associate,PhD,Single,1.7,0.6,0.5,73654,11,Level 4,Yes,4,0.83,0.47,4,51,4,9,No,1.55,No,0
E8390,53,Female,Marketing,Marketing Specialist,Master,Married,2.8,0.5,0.5,37826,24,Level 3,Yes,3,0.8,0.38,5,41,1,20,Yes,7.77,No,1
E8391,37,Female,Finance,Financial Analyst,High School,Single,1.7,1.7,0.6,64404,19,Level 5,No,4,0.19,0.36,2,28,3,11,Yes,9.26,Yes,1
E8392,32,Female,Research,Research Analyst,Master,Married,4.6,1.5,1.2,80804,23,Level 1,No,2,0.11,0.19,2,49,3,30,No,5.82,No,1
E8393,47,Female,Human Resources,HR Manager,Bachelor,Married,26,6,4.5,77553,13,Level 4,No,4,0.93,0.78,5,19,4,23,Yes,4.81,No,0
E8394,41,Male,Human Resources,HR Manager,Diploma,Single,9.6,3.6,1.1,107549,22,Level 4,No,4,0.95,0.26,2,27,5,3,No,6.08,No,0
E8395,39,Female,Marketing,SEO Analyst,Diploma,Divorced,8,4.1,3.1,18344,20,Level 3,Yes,3,0.64,0.35,4,25,5,23,No,2,Yes,1
E8396,28,Male,Finance,Finance Manager,PhD,Divorced,6.6,0.3,0.2,60180,12,Level 5,Yes,4,0.34,0.49,3,36,5,2,No,8.51,Yes,1
E8397,59,Male,Sales,Sales Representative,PhD,Divorced,8.4,5.9,2.3,29483,24,Level 5,Yes,4,0.2,0.49,4,22,5,37,No,0.41,No,1
E8398,40,Female,Research,Research Associate,High School,Divorced,3.2,2.1,1.3,51567,9,Level 5,No,2,0.59,0.34,1,34,1,34,No,9.18,Yes,0
E8399,46,Female,Operations,Operations Executive,High School,Single,14.4,9.1,7.7,44140,11,Level 5,No,1,0.16,0.97,3,33,1,6,No,6.79,No,0
E8400,27,Female,Marketing,Brand Manager,Master,Divorced,1.5,1.5,1.3,91716,10,Level 5,Yes,2,0.42,0.21,5,32,2,22,No,9.93,Yes,1
E8401,55,Male,Marketing,Brand Manager,Master,Divorced,12.3,4.4,0.2,112374,18,Level 5,Yes,2,0.97,0.93,3,59,2,18,Yes,1.92,No,0
E8402,56,Male,Research,Research Analyst,Bachelor,Single,16.6,12.4,5.7,91655,19,Level 3,Yes,4,0.18,0.63,4,35,2,18,Yes,3.2,Yes,0
E8403,54,Female,Finance,Finance Manager,Bachelor,Single,11.8,7.5,3.2,99969,17,Level 4,Yes,2,0.54,0.74,4,57,2,33,No,9.52,Yes,0
E8404,25,Female,Sales,Account Manager,High School,Married,1.9,0.7,0.5,105146,6,Level 5,Yes,2,0.44,0.42,1,45,2,35,Yes,0.17,Yes,0
E8405,48,Female,Marketing,SEO Analyst,Diploma,Single,18.5,7.7,1.1,26484,13,Level 2,No,2,0.98,0.12,5,50,4,28,No,4.48,No,0
E8406,27,Female,Research,Data Scientist,High School,Married,3,0.5,0.2,84353,16,Level 2,No,3,0.79,0.12,3,15,2,36,Yes,4.52,No,0
E8407,47,Female,IT,DevOps Engineer,PhD,Single,9.5,3.4,3.2,112783,5,Level 2,Yes,2,0.27,0.63,4,43,2,37,No,3.58,Yes,0
E8408,34,Male,Sales,Account Manager,High School,Married,12.4,1.4,1.2,77805,16,Level 5,Yes,2,0.59,0.23,4,5,3,5,Yes,6.54,No,1
E8409,52,Male,IT,Software Engineer,Diploma,Divorced,5.1,3.7,0.5,68834,18,Level 2,Yes,4,0.91,0.83,3,14,3,13,Yes,4.55,No,0
E8410,25,Female,Marketing,SEO Analyst,Bachelor,Married,1.5,0.3,0.2,39881,11,Level 3,Yes,4,0.73,0.26,4,9,1,27,No,2.13,Yes,1
E8411,28,Male,Finance,Accountant,Bachelor,Married,5.7,2.4,2.2,115485,14,Level 2,No,2,0.4,0.23,1,25,5,34,Yes,6.85,No,0
E8412,53,Female,Finance,Financial Analyst,High School,Divorced,17.2,10.2,0.3,76115,20,Level 4,No,2,0.13,0.91,2,11,3,22,No,7.63,Yes,0
E8413,43,Male,Sales,Account Manager,Diploma,Divorced,17,10,8.1,81197,13,Level 2,Yes,4,0.49,0.26,1,55,2,14,No,0.79,Yes,0
E8414,33,Female,Finance,Finance Manager,Diploma,Married,10.9,2.6,1.6,42492,18,Level 2,No,3,0.8,0.93,3,44,5,10,Yes,1.99,Yes,0
E8415,52,Male,Human Resources,HR Executive,High School,Single,9.1,6,4,70672,11,Level 5,No,2,0.8,0.13,4,30,3,12,No,6.18,No,0
E8416,23,Male,Marketing,SEO Analyst,High School,Single,1,0.2,0.2,62003,11,Level 3,Yes,2,0.61,0.53,4,52,5,37,Yes,0.94,Yes,0
E8417,51,Male,Marketing,SEO Analyst,High School,Divorced,17.1,9.9,9.8,77535,9,Level 2,Yes,3,0.71,0.19,1,39,4,37,Yes,9.31,No,0
E8418,51,Male,Marketing,SEO Analyst,High School,Divorced,18.3,7.8,0.2,44438,21,Level 5,No,1,0.67,0.27,2,44,4,18,Yes,2.12,Yes,0
E8419,36,Male,Human Resources,Recruiter,Bachelor,Married,7.5,6.5,1.7,108698,5,Level 5,Yes,3,0.18,0.48,2,10,1,17,No,1.96,Yes,0
E8420,43,Male,Human Resources,HR Manager,High School,Married,0.6,0.4,0.2,58778,8,Level 3,No,1,0.29,0.88,2,14,4,8,No,6.39,No,0
E8421,22,Male,Research,Research Associate,Diploma,Single,0.8,0.5,0.2,23712,16,Level 5,No,4,0.53,0.82,5,35,2,33,Yes,5.94,No,0
E8422,51,Female,IT,Software Engineer,Bachelor,Married,17,12.3,2.9,93832,13,Level 1,Yes,4,0.5,0.12,4,54,3,6,Yes,3.17,Yes,0
E8423,26,Male,IT,Data Engineer,PhD,Married,2.6,0.9,0.3,57055,16,Level 4,No,4,0.85,0.76,3,12,2,22,Yes,6.87,Yes,0
E8424,22,Male,Operations,Supply Chain Analyst,High School,Divorced,0.6,0.4,0.1,94003,22,Level 1,No,4,0.69,0.63,2,9,3,8,Yes,7.16,Yes,0
E8425,32,Female,Human Resources,HR Manager,High School,Divorced,4.9,3.8,0.6,75102,19,Level 2,Yes,4,0.5,0.44,2,43,4,33,No,6.96,Yes,0
E8426,59,Female,Operations,Operations Manager,Bachelor,Divorced,9.1,6,0.7,90703,20,Level 2,No,3,0.9,0.49,2,34,2,4,Yes,2.28,Yes,0
E8427,34,Male,Finance,Accountant,Bachelor,Divorced,9.1,2.7,1.2,112745,24,Level 3,Yes,4,0.72,0.59,3,59,5,7,Yes,8.74,Yes,0
E8428,42,Female,Research,Data Scientist,High School,Single,8.5,6.4,4.1,64498,6,Level 3,Yes,2,0.68,0.95,5,18,1,27,No,8.25,Yes,0
E8429,56,Female,Operations,Operations Executive,Diploma,Married,27.6,3.3,2,32581,16,Level 4,Yes,1,0.99,0.98,5,12,4,39,No,3.46,Yes,0
E8430,49,Female,Operations,Operations Manager,Bachelor,Married,13.9,9.9,9.6,44295,22,Level 4,No,2,0.29,0.99,4,7,1,26,No,6.01,Yes,0
E8431,46,Male,Finance,Financial Analyst,Diploma,Divorced,3.6,3.2,0.9,88465,24,Level 4,No,4,0.36,0.26,5,49,2,34,Yes,8.9,No,0
E8432,27,Male,Sales,Sales Executive,High School,Divorced,2.7,0.7,0.3,62323,23,Level 5,No,3,0.83,0.91,5,43,1,15,No,2.82,No,0
E8433,25,Female,Research,Data Scientist,Master,Married,2.3,0.3,0.2,111858,7,Level 5,Yes,1,0.4,0.86,2,33,4,10,No,2.58,Yes,0
E8434,44,Male,Marketing,Marketing Specialist,Bachelor,Married,11.1,10.6,5.9,82985,24,Level 3,No,2,0.76,0.66,4,18,4,23,No,1.12,No,0
E8435,26,Male,Research,Research Analyst,Master,Married,1.7,1,1,30929,5,Level 5,No,3,0.64,0.88,4,11,2,32,Yes,5.54,Yes,0
E8436,52,Female,Sales,Sales Executive,Bachelor,Single,5.6,5.4,1.2,88745,22,Level 3,Yes,3,0.38,0.86,5,44,2,1,Yes,1.95,No,0
E8437,49,Female,Finance,Accountant,Diploma,Single,23.5,7.1,2.3,63008,7,Level 1,No,1,0.33,0.37,5,12,1,21,No,5.23,Yes,0
E8438,43,Female,Finance,Finance Manager,Master,Divorced,17.7,3.4,0.4,33446,14,Level 3,No,2,0.8,0.56,3,59,1,38,No,8.04,No,0
E8439,54,Male,Operations,Operations Executive,PhD,Married,7.3,6.8,2.2,98557,24,Level 2,No,2,0.52,0.75,4,31,1,24,No,2.3,No,0
E8440,52,Male,Operations,Supply Chain Analyst,High School,Single,4.7,4.6,0.3,87129,13,Level 2,Yes,4,0.71,0.51,2,21,5,11,No,7.01,Yes,0
E8441,42,Female,Operations,Supply Chain Analyst,PhD,Single,4.8,4.2,0.3,106210,22,Level 5,Yes,3,0.51,0.99,5,27,2,17,Yes,3.35,No,0
E8442,31,Male,IT,System Administrator,Bachelor,Divorced,3.5,3,0.4,50516,12,Level 3,No,2,0.43,0.5,2,5,1,37,No,3.05,Yes,0
E8443,48,Male,Finance,Finance Manager,Diploma,Divorced,9.2,5.9,5.7,105900,17,Level 2,Yes,3,0.64,0.28,3,42,3,4,Yes,2.57,No,0
E8444,58,Female,Sales,Sales Representative,Bachelor,Married,18.4,10.8,4.6,75864,24,Level 1,Yes,1,0.68,0.94,5,54,4,9,No,4.29,No,0
E8445,48,Male,Sales,Sales Executive,PhD,Married,23.7,10.7,4.8,63795,21,Level 3,No,3,0.73,0.87,2,57,3,8,Yes,2.08,Yes,0
E8446,49,Male,Operations,Operations Manager,PhD,Divorced,20.3,13.5,6.5,77802,10,Level 1,Yes,4,0.74,0.94,4,25,5,19,No,9.84,Yes,0
E8447,54,Female,Finance,Finance Manager,Diploma,Single,24,10.9,3.2,61817,22,Level 2,No,1,0.17,0.47,5,45,5,3,Yes,8.01,No,0
E8448,34,Female,IT,DevOps Engineer,Diploma,Married,7.5,2.8,0.4,74687,15,Level 3,No,3,0.96,0.89,2,14,3,3,Yes,2.41,No,0
E8449,28,Female,Human Resources,HR Manager,Diploma,Single,2.5,0.4,0.1,69001,12,Level 1,Yes,3,0.73,0.36,2,27,3,24,Yes,7.64,Yes,1
E8450,53,Female,Sales,Account Manager,Diploma,Married,25.2,13.4,3.2,83159,22,Level 4,No,4,0.42,0.2,4,14,1,37,No,1.09,Yes,0
E8451,58,Male,Human Resources,HR Manager,Master,Divorced,33.7,9.5,4.6,63622,13,Level 1,Yes,2,0.54,0.57,5,24,2,16,Yes,8.66,Yes,0
E8452,28,Male,Marketing,Marketing Specialist,High School,Single,2.2,1,0.3,67831,17,Level 1,Yes,1,0.15,0.81,4,10,4,23,No,1.07,No,1
E8453,58,Male,Marketing,Marketing Specialist,PhD,Divorced,13.2,10,1.3,65082,20,Level 5,Yes,4,0.29,0.3,1,29,2,16,Yes,6.65,No,1
E8454,59,Male,IT,Software Engineer,Diploma,Single,14.5,12.9,7.5,28098,17,Level 5,No,2,0.69,0.96,2,45,2,12,No,8.47,Yes,0
E8455,46,Female,Marketing,SEO Analyst,Master,Divorced,10.7,6.1,2.4,78521,7,Level 2,No,4,0.96,0.58,1,35,5,4,No,1.95,Yes,0
E8456,26,Female,Operations,Operations Manager,PhD,Divorced,3.5,3.3,1.5,28805,20,Level 1,No,2,0.12,0.18,1,31,3,11,No,1.83,No,1
E8457,49,Male,Operations,Operations Executive,Bachelor,Married,26.3,2.6,1.6,33155,23,Level 4,Yes,3,0.77,0.48,1,42,4,9,Yes,9.94,Yes,0
E8458,49,Male,Operations,Operations Executive,Bachelor,Single,19,11,8.5,109899,12,Level 1,No,3,0.4,0.46,3,7,2,29,No,3.46,No,0
E8459,50,Male,Sales,Sales Representative,High School,Single,21.7,7.3,5.3,35540,19,Level 2,No,2,0.4,0.41,2,39,5,2,No,2.69,Yes,0
E8460,33,Male,Operations,Operations Manager,High School,Single,2.6,1.7,1.6,117239,12,Level 3,Yes,1,1,0.4,3,33,2,5,Yes,8.45,Yes,0
E8461,28,Male,Research,Research Analyst,PhD,Married,6.9,2.4,1.6,80544,6,Level 2,No,2,0.81,0.44,1,12,3,29,No,6.9,Yes,0
E8462,28,Male,Human Resources,HR Executive,PhD,Married,6.8,1.4,1.3,63917,14,Level 4,Yes,3,0.52,0.33,4,36,3,7,No,6.06,Yes,1
E8463,40,Male,Finance,Accountant,PhD,Divorced,16.9,14.1,6.8,22947,20,Level 1,No,2,0.29,0.42,2,25,5,8,Yes,2.01,No,0
E8464,45,Male,Marketing,Marketing Specialist,PhD,Single,6.9,3.2,0.1,49711,24,Level 3,No,2,0.71,0.67,1,49,5,39,No,6.1,Yes,0
E8465,28,Male,Research,Research Analyst,Master,Married,5.2,4.6,0.1,20301,23,Level 3,No,2,0.32,0.19,1,31,3,21,No,1.9,Yes,1
E8466,26,Male,Research,Research Analyst,High School,Married,1.1,0.9,0.8,52255,5,Level 5,Yes,3,0.8,0.45,5,10,2,11,Yes,8.56,No,0
E8467,24,Male,Operations,Operations Executive,PhD,Divorced,2.4,1,0.2,105509,17,Level 4,Yes,2,0.59,0.17,5,32,4,32,No,3.36,Yes,1
E8468,27,Female,Marketing,Brand Manager,Diploma,Single,4.9,4.8,0.1,79657,22,Level 1,Yes,1,0.95,0.41,2,12,1,19,Yes,1.77,No,0
E8469,27,Female,Operations,Supply Chain Analyst,High School,Divorced,1,0.3,0.3,30037,7,Level 2,No,2,0.27,0.93,4,31,4,9,No,5.54,Yes,0
E8470,52,Female,Operations,Supply Chain Analyst,Diploma,Divorced,13.1,10.4,5.9,73620,22,Level 5,No,3,0.59,0.17,1,9,2,20,Yes,2.74,Yes,0
E8471,38,Female,Marketing,SEO Analyst,Master,Single,1.6,0.2,0.2,26643,20,Level 3,Yes,3,0.32,0.64,3,14,5,27,Yes,8.21,No,1
E8472,32,Female,Human Resources,HR Executive,Diploma,Married,8.7,2.1,1.3,41761,20,Level 5,No,3,0.27,0.2,1,13,3,12,No,0.64,Yes,0
E8473,38,Male,Marketing,Marketing Specialist,Diploma,Divorced,3,0.4,0.3,110405,16,Level 2,Yes,3,0.87,0.48,5,10,5,39,Yes,8.33,No,0
E8474,52,Female,Research,Research Associate,Bachelor,Divorced,4,3.2,1.3,103662,6,Level 2,No,1,0.81,0.16,1,29,2,31,Yes,3.04,Yes,0
E8475,43,Female,Sales,Sales Executive,High School,Married,12.2,4.4,1.7,93500,18,Level 2,No,1,0.17,0.54,2,23,1,23,Yes,3.2,No,0
E8476,37,Male,Sales,Account Manager,Bachelor,Married,9.2,4.5,1.9,85654,11,Level 4,Yes,4,0.46,0.22,1,24,5,16,Yes,0.13,No,0
E8477,22,Female,Human Resources,HR Manager,Diploma,Married,1,0.5,0.5,35013,19,Level 1,No,1,0.29,0.4,2,34,2,38,Yes,8.25,No,0
E8478,23,Male,IT,Software Engineer,PhD,Divorced,1,0.8,0.4,55878,14,Level 4,Yes,4,0.15,0.71,1,14,4,3,No,6.9,Yes,1
E8479,54,Male,Sales,Sales Executive,High School,Married,12.6,6.7,3.2,107840,19,Level 2,No,1,0.87,0.33,2,30,5,26,No,0.19,Yes,0
E8480,46,Female,IT,System Administrator,Bachelor,Married,10.9,5.1,0.7,77295,10,Level 2,Yes,3,0.44,0.19,4,44,1,18,No,8.43,Yes,0
E8481,34,Male,IT,DevOps Engineer,High School,Divorced,8.6,3.5,2.1,99373,9,Level 5,Yes,2,0.39,0.68,2,26,2,14,Yes,5.04,No,0
E8482,36,Male,Operations,Operations Executive,Bachelor,Divorced,7.9,2.8,2.3,76077,18,Level 3,No,1,0.68,0.49,3,12,4,26,No,0.53,Yes,0
E8483,43,Male,Human Resources,Recruiter,PhD,Divorced,2.3,0.5,0.4,114761,23,Level 1,No,4,0.48,0.46,1,17,4,15,No,9.57,Yes,0
E8484,29,Male,Human Resources,HR Manager,Diploma,Married,4,3.1,2.3,55687,12,Level 5,No,1,0.42,0.84,2,14,4,21,No,4.33,Yes,0
E8485,42,Female,Operations,Operations Manager,PhD,Single,20,14.6,2.3,82784,11,Level 1,Yes,1,0.47,0.27,4,51,3,37,Yes,7.22,Yes,0
E8486,26,Female,Finance,Financial Analyst,PhD,Single,0.7,0.5,0.3,31729,11,Level 4,No,4,0.21,0.78,4,49,5,9,No,3.51,No,0
E8487,24,Male,IT,Data Engineer,High School,Married,1.7,1,0.9,109554,8,Level 1,Yes,4,0.13,0.45,2,22,5,11,Yes,1.27,No,1
E8488,52,Female,IT,Software Engineer,PhD,Single,18.4,1.7,0.5,20157,6,Level 2,Yes,1,0.65,0.79,4,6,3,1,No,0.85,Yes,1
E8489,24,Male,Research,Research Analyst,PhD,Single,2.5,1.2,0.8,88502,16,Level 5,No,2,0.54,0.87,3,44,4,20,Yes,2.51,Yes,0
E8490,31,Male,Operations,Supply Chain Analyst,Master,Single,6.6,1.9,1.9,105049,16,Level 3,Yes,2,0.68,0.38,4,34,5,30,No,5.07,No,1
E8491,37,Female,Sales,Account Manager,Master,Married,7.2,4.1,0.3,55469,13,Level 1,No,2,0.85,0.82,4,59,3,13,No,7.3,No,0
E8492,29,Male,Marketing,SEO Analyst,Bachelor,Divorced,5.9,4.4,4,64400,13,Level 3,No,4,0.1,0.26,3,56,3,3,No,5.44,No,0
E8493,34,Female,Sales,Sales Executive,Bachelor,Single,5.1,0.2,0.2,74665,8,Level 5,No,4,0.56,0.18,3,58,4,22,Yes,7.37,Yes,0
E8494,28,Female,Sales,Sales Representative,Master,Divorced,3.3,1.4,1,50590,18,Level 5,No,4,0.14,0.43,2,42,3,7,No,3.71,No,0
E8495,27,Female,Marketing,SEO Analyst,Bachelor,Single,5.9,3.7,0.3,80421,5,Level 3,No,3,0.2,0.59,1,19,2,2,Yes,6.39,Yes,0
E8496,33,Female,Research,Data Scientist,PhD,Married,10.5,6.3,4,90874,6,Level 1,Yes,1,0.54,0.19,2,12,1,31,Yes,9.06,Yes,0
E8497,47,Female,Finance,Financial Analyst,Diploma,Married,23.2,5.1,4.7,65840,6,Level 3,Yes,2,0.48,0.25,3,18,5,13,Yes,9.69,Yes,0
E8498,43,Male,Finance,Finance Manager,Master,Single,20.8,0.4,0.3,44146,10,Level 4,Yes,4,0.69,0.73,1,49,2,20,No,1.76,No,0
E8499,26,Male,Sales,Sales Representative,PhD,Divorced,0.6,0.1,0.1,119128,20,Level 5,No,1,0.31,0.58,1,54,4,9,Yes,5.94,Yes,0
E8500,35,Female,Sales,Sales Representative,PhD,Divorced,3.7,1.9,1.8,51407,21,Level 3,Yes,4,0.84,0.32,5,47,4,28,Yes,5.65,No,1
E8501,38,Female,IT,DevOps Engineer,Diploma,Divorced,10.8,9.5,4.4,66479,5,Level 4,Yes,3,0.25,0.64,4,34,2,14,No,9.21,Yes,0
E8502,25,Male,Operations,Supply Chain Analyst,PhD,Divorced,2.8,0.2,0.2,28097,16,Level 5,No,4,0.36,0.17,2,24,1,38,No,4.13,No,1
E8503,53,Male,Research,Research Associate,Bachelor,Single,11.5,0.4,0.1,73402,15,Level 2,Yes,1,0.52,0.31,4,25,3,8,No,9.69,No,1
E8504,23,Male,IT,Software Engineer,High School,Single,1.4,0.2,0.2,44804,16,Level 1,Yes,2,0.74,0.91,4,32,3,33,No,0.79,No,0
E8505,58,Female,Sales,Sales Executive,Master,Divorced,5.8,3.9,3.5,73177,21,Level 3,No,4,0.95,0.67,3,8,4,7,No,7.59,No,0
E8506,46,Female,Human Resources,Recruiter,Diploma,Married,1.3,0.6,0.3,106515,20,Level 3,No,3,0.23,0.84,4,24,4,37,Yes,0.9,No,0
E8507,53,Female,Research,Research Analyst,Master,Single,4.4,3,0.2,111564,23,Level 3,No,2,0.18,0.43,3,7,3,38,No,6.41,Yes,0
E8508,31,Male,Research,Research Analyst,High School,Married,2.5,0.8,0.3,81241,23,Level 2,No,2,0.12,0.29,2,33,1,23,Yes,3.51,Yes,1
E8509,50,Female,Finance,Accountant,Master,Married,20.3,2.4,1.1,54552,19,Level 1,Yes,3,0.85,0.72,4,10,5,1,Yes,7.21,Yes,0
E8510,29,Male,IT,System Administrator,Diploma,Married,3,2.3,0.7,113738,20,Level 3,Yes,1,0.97,0.85,5,9,2,23,No,3.52,No,0
E8511,49,Male,Research,Research Associate,Master,Married,2,0.6,0.4,72447,18,Level 5,No,1,0.22,0.88,3,20,5,38,Yes,1.38,Yes,0
E8512,49,Female,IT,Software Engineer,Master,Married,26.1,0.1,0.1,27863,18,Level 4,Yes,3,0.19,0.94,5,58,3,10,No,7.14,Yes,1
E8513,26,Male,Marketing,Brand Manager,Bachelor,Divorced,2.2,0.4,0.3,115800,21,Level 1,No,3,0.44,0.61,4,31,3,10,No,5.07,No,0
E8514,55,Male,IT,Data Engineer,High School,Single,33.2,2.6,0.2,117682,8,Level 4,Yes,1,0.71,0.53,4,22,4,19,No,7.82,Yes,0
E8515,52,Male,Human Resources,HR Executive,Bachelor,Divorced,14.5,2.9,1.2,34240,9,Level 4,Yes,4,0.14,0.88,4,47,4,32,Yes,3.38,No,0
E8516,52,Male,Finance,Financial Analyst,Bachelor,Divorced,21.9,11.7,1,101222,24,Level 4,No,3,0.88,0.94,5,8,1,27,No,9.04,Yes,0
E8517,56,Male,Operations,Operations Executive,PhD,Married,21.2,4.7,1.2,44482,20,Level 1,No,4,0.18,0.18,4,22,5,14,Yes,0.24,Yes,0
E8518,23,Male,Human Resources,HR Manager,PhD,Married,0.7,0.6,0.3,43332,15,Level 5,No,1,0.27,0.36,3,40,2,8,No,2.17,Yes,1
E8519,58,Female,Research,Data Scientist,High School,Divorced,18.4,4.6,3,45334,5,Level 3,Yes,1,0.82,0.43,4,39,4,35,Yes,0.28,No,0
E8520,30,Female,Research,Research Analyst,High School,Single,8.1,5.6,5.5,89696,6,Level 1,Yes,3,0.27,0.87,1,30,3,7,No,1.94,No,0
E8521,48,Male,Marketing,Brand Manager,PhD,Divorced,26.9,1.6,1.2,55314,18,Level 4,No,2,0.89,0.77,5,53,4,7,No,8.75,No,0
E8522,37,Female,IT,System Administrator,Diploma,Single,11.1,4.7,3.6,73335,7,Level 2,No,3,0.1,0.85,4,13,1,6,No,6.69,Yes,0
E8523,31,Male,Finance,Financial Analyst,PhD,Divorced,2.2,0.4,0.4,90642,11,Level 2,No,2,0.68,0.19,5,20,1,6,No,4.58,No,0
E8524,43,Male,Finance,Accountant,PhD,Single,3,1.2,1.1,37946,21,Level 5,Yes,1,0.58,0.57,1,13,5,32,Yes,0.33,Yes,0
E8525,44,Female,Sales,Sales Representative,High School,Divorced,20,9.2,2.7,81974,20,Level 3,Yes,2,0.33,0.74,4,21,2,33,No,2.94,No,0
E8526,38,Male,Marketing,Brand Manager,PhD,Divorced,7.9,4.9,2.9,74904,19,Level 1,Yes,2,0.71,0.66,5,11,1,25,Yes,5.22,No,0
E8527,57,Female,IT,Data Engineer,Master,Married,25.4,14.6,9.8,99274,5,Level 2,Yes,2,0.53,0.8,2,19,1,34,No,5.77,No,0
E8528,53,Male,Finance,Financial Analyst,PhD,Married,12.3,12.3,9.9,52267,9,Level 5,No,1,0.54,0.72,2,24,5,10,No,1.33,Yes,0
E8529,30,Male,Marketing,Marketing Specialist,Master,Divorced,6.9,3.5,3,103186,24,Level 2,No,3,0.16,0.64,4,34,2,9,No,0.71,No,0
E8530,52,Male,Finance,Accountant,Diploma,Married,25.9,3.5,0.8,108753,21,Level 3,Yes,1,0.34,0.15,4,30,3,4,No,3.9,No,1
E8531,41,Male,Sales,Sales Representative,Diploma,Married,12.8,10.1,2.2,99594,11,Level 3,No,3,0.98,0.18,5,54,3,17,No,9.17,Yes,0
E8532,54,Male,Sales,Account Manager,PhD,Single,18.2,4.8,1.9,39269,20,Level 3,Yes,4,0.45,0.81,1,32,5,9,No,4.31,Yes,0
E8533,27,Male,Marketing,Brand Manager,High School,Married,3,2.6,0.4,61256,17,Level 1,No,3,0.78,0.12,5,28,2,39,No,6.71,No,0
E8534,29,Female,IT,System Administrator,Master,Divorced,5.9,1.9,0.6,60749,5,Level 3,Yes,3,0.12,0.35,5,9,4,38,Yes,3.84,Yes,1
E8535,22,Male,Operations,Supply Chain Analyst,PhD,Single,0.6,0.5,0.3,31559,5,Level 1,No,1,0.83,0.49,4,36,2,31,No,2.67,No,0
E8536,46,Male,Research,Research Analyst,Diploma,Married,19.1,2.5,0.9,60807,11,Level 5,No,4,0.86,0.86,4,48,1,24,Yes,7.31,Yes,0
E8537,28,Female,IT,Software Engineer,PhD,Single,4.8,2.4,0.5,53957,12,Level 5,Yes,4,0.38,0.63,1,34,5,23,No,0.43,Yes,0
E8538,47,Female,Sales,Sales Executive,PhD,Single,14.4,10,7.2,75943,19,Level 1,No,3,0.58,0.43,5,5,2,23,Yes,0.1,Yes,0
